fam,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.03547,Glyma.16G182400,Glyma.09G137000,Glyma.20G160200,Glyma.10G234100
Legume.fam3.03548,Glyma.13G164100,Glyma.17G106800,Glyma.15G198600,Glyma.09G091900
Legume.fam3.03550,Glyma.09G036000,Glyma.15G140900,Glyma.07G240300,Glyma.17G033100
Legume.fam3.03551,Glyma.10G000700,Glyma.02G000500,Glyma.10G180000,Glyma.20G210500
Legume.fam3.03566,Glyma.01G223100,Glyma.11G020300,Glyma.05G212900,Glyma.08G019400
Legume.fam3.03572,Glyma.04G169000,Glyma.06G194300,Glyma.17G100400,Glyma.05G026500
Legume.fam3.03579,Glyma.07G223600,Glyma.20G023400,Glyma.09G021600,Glyma.15G127900
Legume.fam3.03593,Glyma.16G155400,Glyma.02G074000,Glyma.10G210800,Glyma.20G179800
Legume.fam3.03596,Glyma.10G236100,Glyma.20G158400,Glyma.16G189700,Glyma.09G139300
Legume.fam3.03599,Glyma.09G190200,Glyma.07G086700,Glyma.05G231300,Glyma.08G038800
Legume.fam3.03601,Glyma.10G022200,Glyma.02G152000,Glyma.19G205700,Glyma.03G208500
Legume.fam3.03603,Glyma.19G162000,Glyma.03G160000,Glyma.02G140200,Glyma.10G033900
Legume.fam3.03606,Glyma.10G047400,Glyma.13G135200,Glyma.03G176000,Glyma.19G176500
Legume.fam3.03607,Glyma.19G191600,Glyma.03G191000,Glyma.13G151100,Glyma.10G066000
Legume.fam3.03609,Glyma.19G198500,Glyma.03G200900,Glyma.02G198200,Glyma.10G078566
Legume.fam3.03610,Glyma.03G204400,Glyma.19G201800,Glyma.10G084500,Glyma.02G192300
Legume.fam3.03611,Glyma.03G207100,Glyma.19G204600,Glyma.09G104500,Glyma.02G169000
Legume.fam3.03613,Glyma.03G145900,Glyma.19G149100,Glyma.09G109600,Glyma.02G171200
Legume.fam3.03616,Glyma.16G041100,Glyma.19G112000,Glyma.02G072300,Glyma.16G153500
Legume.fam3.03620,Glyma.10G013900,Glyma.02G013300,Glyma.19G215500,Glyma.03G218700
Legume.fam3.03622,Glyma.02G010100,Glyma.10G010700,Glyma.19G218700,Glyma.03G221600
Legume.fam3.03629,Glyma.09G216200,Glyma.01G151200,Glyma.16G075500,Glyma.16G106900
Legume.fam3.03633,Glyma.14G216500,Glyma.17G255100,Glyma.06G027000,Glyma.04G027000
Legume.fam3.03637,Glyma.06G115600,Glyma.04G247200,Glyma.13G031300,Glyma.14G153000
Legume.fam3.03639,Glyma.13G079800,Glyma.14G150000,Glyma.06G113000,Glyma.04G249900
Legume.fam3.03641,Glyma.13G089200,Glyma.14G174200,Glyma.04G101500,Glyma.06G103200
Legume.fam3.03642,Glyma.06G101400,Glyma.04G099600,Glyma.14G177000,Glyma.02G208800
Legume.fam3.03645,Glyma.14G182100,Glyma.02G214700,Glyma.04G095500,Glyma.06G097200
Legume.fam3.03646,Glyma.14G132500,Glyma.17G201000,Glyma.04G074300,Glyma.06G075500
Legume.fam3.03650,Glyma.04G065300,Glyma.06G066500,Glyma.17G212400,Glyma.14G114000
Legume.fam3.03651,Glyma.04G062800,Glyma.06G063900,Glyma.17G216500,Glyma.14G111400
Legume.fam3.03654,Glyma.14G094700,Glyma.17G228800,Glyma.06G052100,Glyma.04G051200
Legume.fam3.03655,Glyma.17G230100,Glyma.14G093600,Glyma.04G050700,Glyma.06G051500
Legume.fam3.03656,Glyma.04G048600,Glyma.06G049700,Glyma.17G232240,Glyma.14G090600
Legume.fam3.03657,Glyma.06G049300,Glyma.04G048000,Glyma.14G089600,Glyma.17G232285
Legume.fam3.03671,Glyma.14G197700,Glyma.02G230600,Glyma.18G058200,Glyma.11G165000
Legume.fam3.03673,Glyma.18G116800,Glyma.08G302900,Glyma.14G033500,Glyma.02G281100
Legume.fam3.03674,Glyma.18G104400,Glyma.08G311200,Glyma.14G026400,Glyma.02G288500
Legume.fam3.03686,Glyma.14G072500,Glyma.17G252500,Glyma.06G030400,Glyma.04G030300
Legume.fam3.03690,Glyma.11G159900,Glyma.18G054100,Glyma.02G235700,Glyma.14G203700
Legume.fam3.03692,Glyma.04G024500,Glyma.06G024600,Glyma.17G258000,Glyma.14G219000
Legume.fam3.03698,Glyma.02G279900,Glyma.14G034900,Glyma.07G230700,Glyma.20G037600
Legume.fam3.03700,Glyma.15G124600,Glyma.09G018500,Glyma.07G270600,Glyma.17G003400
Legume.fam3.03703,Glyma.08G186400,Glyma.15G046400,Glyma.08G127700,Glyma.05G169400
Legume.fam3.03707,Glyma.15G064500,Glyma.13G249800,Glyma.08G061300,Glyma.07G188100
Legume.fam3.03710,Glyma.13G236700,Glyma.15G076900,Glyma.07G199500,Glyma.13G176900
Legume.fam3.03711,Glyma.13G171100,Glyma.07G205100,Glyma.15G081500,Glyma.13G231000
Legume.fam3.03713,Glyma.13G050300,Glyma.19G039000,Glyma.08G255200,Glyma.18G278100
Legume.fam3.03714,Glyma.09G237000,Glyma.18G260500,Glyma.19G023200,Glyma.13G062500
Legume.fam3.03721,Glyma.03G182900,Glyma.19G183500,Glyma.10G057000,Glyma.13G143500
Legume.fam3.03725,Glyma.09G257800,Glyma.18G234800,Glyma.16G035000,Glyma.07G069300
Legume.fam3.03730,Glyma.07G009800,Glyma.08G193000,Glyma.13G350000,Glyma.15G024300
Legume.fam3.03733,Glyma.07G081300,Glyma.03G019400,Glyma.09G266400,Glyma.18G224300
Legume.fam3.03734,Glyma.16G087700,Glyma.03G086400,Glyma.18G157300,Glyma.08G346500
Legume.fam3.03738,Glyma.09G253500,Glyma.18G239400,Glyma.16G030900,Glyma.07G062800
Legume.fam3.03742,Glyma.11G165291,Glyma.01G076200,Glyma.03G117800,Glyma.07G109200
Legume.fam3.03750,Glyma.04G168400,Glyma.06G194600,Glyma.05G026000,Glyma.17G100900
Legume.fam3.03751,Glyma.06G193000,Glyma.04G170600,Glyma.05G027400,Glyma.17G099100
Legume.fam3.03753,Glyma.13G274500,Glyma.12G226300,Glyma.12G162963,Glyma.06G238000
Legume.fam3.03760,Glyma.12G150300,Glyma.06G247200,Glyma.12G222100,Glyma.13G279400
Legume.fam3.03762,Glyma.08G145200,Glyma.05G186600,Glyma.04G217500,Glyma.06G148300
Legume.fam3.03768,Glyma.11G251700,Glyma.18G005300,Glyma.08G105100,Glyma.05G148200
Legume.fam3.03769,Glyma.11G252300,Glyma.18G004700,Glyma.08G105500,Glyma.05G148800
Legume.fam3.03774,Glyma.04G154100,Glyma.06G225700,Glyma.02G205500,Glyma.17G072500
Legume.fam3.03775,Glyma.06G225100,Glyma.04G155000,Glyma.02G206000,Glyma.17G072000
Legume.fam3.03776,Glyma.15G163500,Glyma.09G057100,Glyma.17G061400,Glyma.13G098400
Legume.fam3.03784,Glyma.17G031600,Glyma.07G242600,Glyma.15G144000,Glyma.09G038900
Legume.fam3.03786,Glyma.12G210000,Glyma.13G291300,Glyma.06G283200,Glyma.12G122900
Legume.fam3.03790,Glyma.20G088900,Glyma.10G007200,Glyma.20G203400,Glyma.10G187100
Legume.fam3.03794,Glyma.17G020500,Glyma.07G253800,Glyma.13G212200,Glyma.15G100500
Legume.fam3.03796,Glyma.18G004300,Glyma.11G252600,Glyma.08G105700,Glyma.05G149100
Legume.fam3.03799,Glyma.09G198000,Glyma.16G116100,Glyma.11G086000,Glyma.01G158600
Legume.fam3.03802,Glyma.16G144500,Glyma.16G144800,Glyma.02G062500,Glyma.02G062200
Legume.fam3.03804,Glyma.11G056500,Glyma.01G185600,Glyma.17G175400,Glyma.05G085200
Legume.fam3.03808,Glyma.17G155600,Glyma.05G111400,Glyma.11G043200,Glyma.01G198700
Legume.fam3.03817,Glyma.13G308700,Glyma.12G193800,Glyma.06G305700,Glyma.12G098900
Legume.fam3.03819,Glyma.02G033500,Glyma.01G031900,Glyma.08G288600,Glyma.18G136200
Legume.fam3.03822,Glyma.18G128600,Glyma.08G294300,Glyma.02G025000,Glyma.01G039800
Legume.fam3.03831,Glyma.15G042200,Glyma.13G332001,Glyma.12G075300,Glyma.11G144500
Legume.fam3.03833,Glyma.10G230700,Glyma.20G162800,Glyma.16G178700,Glyma.09G131400
Legume.fam3.03835,Glyma.01G088200,Glyma.02G100200,Glyma.20G185800,Glyma.10G204700
Legume.fam3.03837,Glyma.20G028000,Glyma.07G227200,Glyma.01G053800,Glyma.02G112100
Legume.fam3.03840,Glyma.08G288500,Glyma.18G136500,Glyma.01G031800,Glyma.02G033600
Legume.fam3.03841,Glyma.08G288000,Glyma.18G137300,Glyma.02G034000,Glyma.01G031500
Legume.fam3.03850,Glyma.13G207300,Glyma.15G105300,Glyma.17G016100,Glyma.07G257900
Legume.fam3.03854,Glyma.05G183100,Glyma.08G140900,Glyma.06G145700,Glyma.04G220200
Legume.fam3.03856,Glyma.06G167700,Glyma.04G197900,Glyma.05G203100,Glyma.08G010600
Legume.fam3.03858,Glyma.06G181900,Glyma.04G184000,Glyma.17G088800,Glyma.05G038300
Legume.fam3.03859,Glyma.06G183300,Glyma.04G182100,Glyma.17G090200,Glyma.05G037000
Legume.fam3.03860,Glyma.06G190000,Glyma.04G174700,Glyma.17G096500,Glyma.05G030100
Legume.fam3.03861,Glyma.17G059600,Glyma.13G100300,Glyma.15G165700,Glyma.09G059400
Legume.fam3.03862,Glyma.17G059400,Glyma.13G100500,Glyma.09G059700,Glyma.15G166200
Legume.fam3.03871,Glyma.18G253800,Glyma.09G241800,Glyma.03G114300,Glyma.07G112400
Legume.fam3.03874,Glyma.13G244200,Glyma.15G069500,Glyma.13G184200,Glyma.07G192200
Legume.fam3.03876,Glyma.18G119300,Glyma.08G301100,Glyma.02G107000,Glyma.01G046800
Legume.fam3.03878,Glyma.05G147200,Glyma.08G104200,Glyma.11G250500,Glyma.18G006700
Legume.fam3.03889,Glyma.15G126600,Glyma.09G020100,Glyma.20G022800,Glyma.07G223400
Legume.fam3.03890,Glyma.15G217300,Glyma.08G232900,Glyma.08G162500,Glyma.15G265200
Legume.fam3.03897,Glyma.13G191900,Glyma.15G229400,Glyma.11G158200,Glyma.04G133400
Legume.fam3.03902,Glyma.20G176800,Glyma.10G215000,Glyma.02G074800,Glyma.16G156700
Legume.fam3.03905,Glyma.07G084300,Glyma.09G192600,Glyma.05G229800,Glyma.08G037300
Legume.fam3.03908,Glyma.03G148800,Glyma.19G152100,Glyma.10G023300,Glyma.02G150700
Legume.fam3.03915,Glyma.19G180200,Glyma.03G179500,Glyma.13G138900,Glyma.10G051400
Legume.fam3.03916,Glyma.20G134100,Glyma.10G257100,Glyma.11G001800,Glyma.01G242500
Legume.fam3.03921,Glyma.10G073700,Glyma.13G154400,Glyma.19G194964,Glyma.03G196600
Legume.fam3.03924,Glyma.19G146000,Glyma.03G143100,Glyma.02G177500,Glyma.09G113800
Legume.fam3.03930,Glyma.16G152500,Glyma.02G071300,Glyma.19G109500,Glyma.16G042600
Legume.fam3.03931,Glyma.02G070000,Glyma.16G151500,Glyma.19G108800,Glyma.16G043200
Legume.fam3.03942,Glyma.04G161000,Glyma.06G204400,Glyma.05G019800,Glyma.17G080000
Legume.fam3.03945,Glyma.07G209500,Glyma.02G135400,Glyma.07G178500,Glyma.20G009800
Legume.fam3.03951,Glyma.04G091900,Glyma.06G093700,Glyma.14G180800,Glyma.02G213200
Legume.fam3.03956,Glyma.06G051800,Glyma.04G050900,Glyma.14G093700,Glyma.17G229900
Legume.fam3.03959,Glyma.04G045800,Glyma.06G046600,Glyma.14G089012,Glyma.17G235000
Legume.fam3.03964,Glyma.14G188400,Glyma.02G220900,Glyma.04G225800,Glyma.06G139000
Legume.fam3.03965,Glyma.11G231300,Glyma.18G025800,Glyma.14G058200,Glyma.02G258300
Legume.fam3.03967,Glyma.02G250700,Glyma.14G066000,Glyma.18G034600,Glyma.11G223000
Legume.fam3.03968,Glyma.18G039400,Glyma.11G217400,Glyma.14G216100,Glyma.02G246000
Legume.fam3.03971,Glyma.02G234900,Glyma.14G202800,Glyma.11G161000,Glyma.18G054800
Legume.fam3.03975,Glyma.07G230400,Glyma.20G037100,Glyma.02G280000,Glyma.14G034800
Legume.fam3.03976,Glyma.08G303900,Glyma.18G115700,Glyma.02G282100,Glyma.14G032200
Legume.fam3.03979,Glyma.14G187200,Glyma.02G220600,Glyma.04G225400,Glyma.06G139400
Legume.fam3.03982,Glyma.04G027600,Glyma.06G027700,Glyma.14G216300,Glyma.17G254900
Legume.fam3.03984,Glyma.17G261700,Glyma.14G223500,Glyma.06G017900,Glyma.04G017500
Legume.fam3.03986,Glyma.11G174300,Glyma.18G062100,Glyma.14G194200,Glyma.02G227100
Legume.fam3.03987,Glyma.14G192400,Glyma.02G225600,Glyma.11G176100,Glyma.18G065800
Legume.fam3.03990,Glyma.14G023100,Glyma.02G291700,Glyma.08G317200,Glyma.18G095800
Legume.fam3.03993,Glyma.09G052600,Glyma.15G158900,Glyma.05G132000,Glyma.08G086600
Legume.fam3.03998,Glyma.13G183900,Glyma.07G192500,Glyma.13G243600,Glyma.15G070100
Legume.fam3.03999,Glyma.13G237600,Glyma.15G075800,Glyma.07G198800,Glyma.13G177600
Legume.fam3.04003,Glyma.08G116200,Glyma.05G158500,Glyma.13G229500,Glyma.15G083000
Legume.fam3.04005,Glyma.08G096100,Glyma.05G140800,Glyma.13G218500,Glyma.15G093600
Legume.fam3.04010,Glyma.12G007600,Glyma.09G229000,Glyma.10G089200,Glyma.15G275500
Legume.fam3.04014,Glyma.03G260100,Glyma.19G259000,Glyma.16G020300,Glyma.07G051200
Legume.fam3.04020,Glyma.08G199900,Glyma.07G014400,Glyma.15G020800,Glyma.13G353500
Legume.fam3.04025,Glyma.03G085900,Glyma.16G088400,Glyma.08G346900,Glyma.18G158300
Legume.fam3.04027,Glyma.03G076800,Glyma.01G111200,Glyma.07G144500,Glyma.18G196200
Legume.fam3.04037,Glyma.04G173200,Glyma.06G191000,Glyma.17G098100,Glyma.05G028700
Legume.fam3.04040,Glyma.06G179400,Glyma.04G186400,Glyma.17G086600,Glyma.05G040200
Legume.fam3.04053,Glyma.13G284700,Glyma.12G216500,Glyma.12G139800,Glyma.06G262900
Legume.fam3.04054,Glyma.13G287000,Glyma.12G214600,Glyma.12G136000,Glyma.06G267000
Legume.fam3.04057,Glyma.15G097300,Glyma.13G215600,Glyma.07G250900,Glyma.17G023400
Legume.fam3.04058,Glyma.12G129600,Glyma.06G275800,Glyma.13G289800,Glyma.12G212000
Legume.fam3.04060,Glyma.06G276400,Glyma.12G128900,Glyma.13G290000,Glyma.12G211700
Legume.fam3.04062,Glyma.09G079000,Glyma.15G188500,Glyma.13G119800,Glyma.17G040500
Legume.fam3.04063,Glyma.06G283300,Glyma.12G122800,Glyma.12G209900,Glyma.13G291400
Legume.fam3.04065,Glyma.15G178100,Glyma.09G070100,Glyma.17G048600,Glyma.13G110900
Legume.fam3.04075,Glyma.18G300400,Glyma.08G361300,Glyma.10G296600,Glyma.20G247400
Legume.fam3.04076,Glyma.10G296900,Glyma.20G247700,Glyma.08G362400,Glyma.18G299500
Legume.fam3.04080,Glyma.01G166700,Glyma.11G076600,Glyma.02G049100,Glyma.16G129200
Legume.fam3.04082,Glyma.02G059500,Glyma.16G142300,Glyma.11G063400,Glyma.01G178800
Legume.fam3.04084,Glyma.16G143100,Glyma.02G060500,Glyma.11G062100,Glyma.01G180100
Legume.fam3.04085,Glyma.01G184000,Glyma.11G058300,Glyma.17G177900,Glyma.05G080900
Legume.fam3.04091,Glyma.01G222700,Glyma.11G020700,Glyma.08G018900,Glyma.05G212500
Legume.fam3.04095,Glyma.13G311500,Glyma.12G190300,Glyma.12G095800,Glyma.11G172191
Legume.fam3.04096,Glyma.02G026500,Glyma.01G038500,Glyma.08G293200,Glyma.18G130100
Legume.fam3.04101,Glyma.12G081700,Glyma.11G192400,Glyma.13G321800,Glyma.12G179000
Legume.fam3.04105,Glyma.12G051000,Glyma.11G126400,Glyma.13G345300,Glyma.15G029000
Legume.fam3.04107,Glyma.05G214900,Glyma.08G021200,Glyma.01G224200,Glyma.11G018700
Legume.fam3.04109,Glyma.01G045500,Glyma.02G105900,Glyma.08G299400,Glyma.18G121400
Legume.fam3.04110,Glyma.02G027400,Glyma.01G037500,Glyma.08G292400,Glyma.18G130900
Legume.fam3.04111,Glyma.08G102600,Glyma.05G145800,Glyma.18G008700,Glyma.11G248500
Legume.fam3.04112,Glyma.11G248200,Glyma.18G009000,Glyma.05G145400,Glyma.08G102200
Legume.fam3.04114,Glyma.05G238900,Glyma.08G046000,Glyma.07G170200,Glyma.02G085200
Legume.fam3.04115,Glyma.05G241600,Glyma.08G049000,Glyma.07G173700,Glyma.02G087000
Legume.fam3.04117,Glyma.20G162100,Glyma.10G232000,Glyma.09G133600,Glyma.16G179900
Legume.fam3.04119,Glyma.17G012800,Glyma.07G261200,Glyma.15G108300,Glyma.09G004100
Legume.fam3.04124,Glyma.05G019700,Glyma.17G080100,Glyma.04G160700,Glyma.06G204800
Legume.fam3.04126,Glyma.17G052300,Glyma.13G107100,Glyma.09G066800,Glyma.15G172800
Legume.fam3.04131,Glyma.11G140400,Glyma.12G063900,Glyma.13G334900,Glyma.15G039600
Legume.fam3.04132,Glyma.12G066800,Glyma.11G143500,Glyma.13G332500,Glyma.15G041700
Legume.fam3.04136,Glyma.06G288600,Glyma.12G118600,Glyma.12G206800,Glyma.13G294100
Legume.fam3.04139,Glyma.05G084000,Glyma.17G176700,Glyma.01G184900,Glyma.11G057300
Legume.fam3.04143,Glyma.09G263500,Glyma.18G228600,Glyma.03G018400,Glyma.07G079600
Legume.fam3.04145,Glyma.05G180300,Glyma.08G137800,Glyma.11G239000,Glyma.18G018400
Legume.fam3.04146,Glyma.05G221000,Glyma.08G027500,Glyma.01G001900,Glyma.07G130500
Legume.fam3.04153,Glyma.20G219300,Glyma.10G170600,Glyma.18G241100,Glyma.09G251500
Legume.fam3.04156,Glyma.04G037200,Glyma.06G037801,Glyma.17G244500,Glyma.14G080900
Legume.fam3.04176,Glyma.04G136700,Glyma.11G155400,Glyma.13G197300,Glyma.15G235000
Legume.fam3.04184,Glyma.20G099500,Glyma.10G289700,Glyma.02G093600,Glyma.18G288500
Legume.fam3.04189,Glyma.07G262100,Glyma.17G012000,Glyma.15G109300,Glyma.09G004700
Legume.fam3.04190,Glyma.10G177800,Glyma.20G212300,Glyma.16G204500,Glyma.09G153700
Legume.fam3.04197,Glyma.02G148100,Glyma.10G025700,Glyma.19G154800,Glyma.03G152300
Legume.fam3.04198,Glyma.02G147900,Glyma.10G025900,Glyma.19G155200,Glyma.03G152700
Legume.fam3.04200,Glyma.02G141500,Glyma.10G032500,Glyma.19G161700,Glyma.03G159500
Legume.fam3.04207,Glyma.19G194943,Glyma.03G196300,Glyma.10G072400,Glyma.13G153800
Legume.fam3.04210,Glyma.09G109200,Glyma.02G171100,Glyma.19G149300,Glyma.03G146100
Legume.fam3.04238,Glyma.14G128200,Glyma.17G205800,Glyma.04G070100,Glyma.06G072100
Legume.fam3.04241,Glyma.14G084600,Glyma.17G240300,Glyma.04G040900,Glyma.06G041800
Legume.fam3.04248,Glyma.14G021700,Glyma.02G293000,Glyma.18G092800,Glyma.08G319700
Legume.fam3.04259,Glyma.04G031100,Glyma.06G031201,Glyma.17G251400,Glyma.14G073601
Legume.fam3.04260,Glyma.18G045100,Glyma.11G209027,Glyma.02G240000,Glyma.14G209400
Legume.fam3.04269,Glyma.13G236400,Glyma.15G077300,Glyma.13G175500,Glyma.07G200900
Legume.fam3.04281,Glyma.19G217300,Glyma.03G220500,Glyma.02G011400,Glyma.10G012000
Legume.fam3.04282,Glyma.19G229200,Glyma.03G232200,Glyma.20G239400,Glyma.10G148200
Legume.fam3.04283,Glyma.03G236400,Glyma.19G234000,Glyma.10G152300,Glyma.20G236100
Legume.fam3.04286,Glyma.18G230800,Glyma.09G261200,Glyma.07G072500,Glyma.03G012600
Legume.fam3.04287,Glyma.03G009200,Glyma.07G070700,Glyma.18G232900,Glyma.09G259400
Legume.fam3.04289,Glyma.19G257800,Glyma.03G259100,Glyma.07G053300,Glyma.16G022400
Legume.fam3.04298,Glyma.07G135900,Glyma.18G186000,Glyma.03G067700,Glyma.01G101800
Legume.fam3.04299,Glyma.07G146000,Glyma.18G197400,Glyma.03G077900,Glyma.01G112600
Legume.fam3.04300,Glyma.18G197500,Glyma.07G146300,Glyma.03G078000,Glyma.01G112700
Legume.fam3.04305,Glyma.03G263600,Glyma.19G262600,Glyma.16G012700,Glyma.07G044400
Legume.fam3.04308,Glyma.01G144700,Glyma.03G022200,Glyma.09G268100,Glyma.18G221800
Legume.fam3.04310,Glyma.18G197700,Glyma.07G146500,Glyma.03G078400,Glyma.01G113100
Legume.fam3.04312,Glyma.17G096700,Glyma.05G030000,Glyma.04G174467,Glyma.06G190200
Legume.fam3.04325,Glyma.13G283600,Glyma.12G217500,Glyma.12G142900,Glyma.06G258000
Legume.fam3.04328,Glyma.17G106600,Glyma.13G164300,Glyma.15G198900,Glyma.09G092100
Legume.fam3.04332,Glyma.09G042700,Glyma.15G150300,Glyma.07G246100,Glyma.17G027900
Legume.fam3.04333,Glyma.07G242700,Glyma.17G031500,Glyma.15G144100,Glyma.09G039000
Legume.fam3.04334,Glyma.09G082000,Glyma.15G190200,Glyma.07G234200,Glyma.17G039600
Legume.fam3.04335,Glyma.13G117600,Glyma.17G042300,Glyma.09G080000,Glyma.15G186300
Legume.fam3.04337,Glyma.13G111100,Glyma.17G048500,Glyma.09G070200,Glyma.15G178300
Legume.fam3.04344,Glyma.11G088400,Glyma.01G156400,Glyma.16G114800,Glyma.09G195700
Legume.fam3.04345,Glyma.01G157000,Glyma.11G087900,Glyma.09G196300,Glyma.16G112600
Legume.fam3.04351,Glyma.01G178400,Glyma.11G063800,Glyma.02G059100,Glyma.16G141800
Legume.fam3.04353,Glyma.11G050800,Glyma.01G191400,Glyma.05G103000,Glyma.17G164300
Legume.fam3.04355,Glyma.11G044500,Glyma.01G197200,Glyma.17G157100,Glyma.05G110000
Legume.fam3.04356,Glyma.12G102400,Glyma.06G301900,Glyma.12G196800,Glyma.13G305000
Legume.fam3.04357,Glyma.01G212400,Glyma.11G029400,Glyma.17G135600,Glyma.05G053200
Legume.fam3.04360,Glyma.11G022500,Glyma.01G221200,Glyma.05G209900,Glyma.08G016600
Legume.fam3.04365,Glyma.18G141000,Glyma.08G284600,Glyma.01G028800,Glyma.02G036400
Legume.fam3.04372,Glyma.11G139600,Glyma.12G063200,Glyma.15G038500,Glyma.13G335800
Legume.fam3.04373,Glyma.15G033600,Glyma.13G340800,Glyma.12G057000,Glyma.11G132600
Legume.fam3.04376,Glyma.05G052700,Glyma.17G135000,Glyma.11G030000,Glyma.01G211900
Legume.fam3.04380,Glyma.20G012600,Glyma.07G174100,Glyma.05G138900,Glyma.08G094100
Legume.fam3.04381,Glyma.07G175300,Glyma.20G012100,Glyma.08G093800,Glyma.05G138600
Legume.fam3.04384,Glyma.20G102900,Glyma.10G286300,Glyma.20G001300,Glyma.09G284800
Legume.fam3.04385,Glyma.20G005200,Glyma.09G281000,Glyma.11G104900,Glyma.12G029900
Legume.fam3.04389,Glyma.17G006200,Glyma.07G267700,Glyma.15G118500,Glyma.09G013800
Legume.fam3.04390,Glyma.08G119600,Glyma.05G162000,Glyma.15G086100,Glyma.13G226000
Legume.fam3.04392,Glyma.17G098500,Glyma.05G028200,Glyma.04G172300,Glyma.06G191900
Legume.fam3.04395,Glyma.05G013300,Glyma.17G121500,Glyma.06G210600,Glyma.04G152400
Legume.fam3.04402,Glyma.12G091500,Glyma.11G181700,Glyma.12G186400,Glyma.13G315100
Legume.fam3.04407,Glyma.12G116500,Glyma.06G290400,Glyma.12G205500,Glyma.13G295300
Legume.fam3.04409,Glyma.13G289600,Glyma.12G212100,Glyma.06G275400,Glyma.12G130000
Legume.fam3.04410,Glyma.10G241600,Glyma.20G152600,Glyma.09G150300,Glyma.16G201700
Legume.fam3.04412,Glyma.15G050000,Glyma.08G182400,Glyma.08G076500,Glyma.05G121700
Legume.fam3.04414,Glyma.05G144000,Glyma.08G100300,Glyma.13G221000,Glyma.15G091500
Legume.fam3.04423,Glyma.10G157600,Glyma.20G231100,Glyma.03G240900,Glyma.19G238400
Legume.fam3.04427,Glyma.17G236100,Glyma.14G088400,Glyma.06G045800,Glyma.04G045300
Legume.fam3.04443,Glyma.09G276100,Glyma.18G214800,Glyma.03G036200,Glyma.01G132200
Legume.fam3.04445,Glyma.20G177900,Glyma.10G213100,Glyma.17G185200,Glyma.05G088800
Legume.fam3.04450,Glyma.20G178700,Glyma.10G212400,Glyma.02G063700,Glyma.16G145400
Legume.fam3.04471,Glyma.09G240500,Glyma.18G255800,Glyma.05G109800,Glyma.17G157300
Legume.fam3.04472,Glyma.19G152500,Glyma.03G149500,Glyma.02G150500,Glyma.10G023500
Legume.fam3.04487,Glyma.16G044500,Glyma.19G107402,Glyma.16G150000,Glyma.02G068500
Legume.fam3.04495,Glyma.10G147700,Glyma.20G098451,Glyma.19G228700,Glyma.03G231700
Legume.fam3.04497,Glyma.19G235900,Glyma.03G238400,Glyma.20G233500,Glyma.10G154800
Legume.fam3.04502,Glyma.09G251200,Glyma.18G241300,Glyma.10G170800,Glyma.20G219100
Legume.fam3.04510,Glyma.14G146200,Glyma.17G194200,Glyma.06G085600,Glyma.04G083900
Legume.fam3.04511,Glyma.04G075500,Glyma.06G076700,Glyma.17G198000,Glyma.14G134700
Legume.fam3.04512,Glyma.04G065900,Glyma.06G067300,Glyma.17G211700,Glyma.14G116000
Legume.fam3.04519,Glyma.18G031200,Glyma.11G226100,Glyma.02G253300,Glyma.14G063100
Legume.fam3.04522,Glyma.18G042200,Glyma.11G214402,Glyma.14G212100,Glyma.02G242700
Legume.fam3.04523,Glyma.04G004800,Glyma.06G004500,Glyma.12G030900,Glyma.11G106000
Legume.fam3.04524,Glyma.14G017000,Glyma.02G296500,Glyma.08G324700,Glyma.18G085300
Legume.fam3.04526,Glyma.13G074600,Glyma.20G048400,Glyma.14G040300,Glyma.02G275800
Legume.fam3.04529,Glyma.18G110700,Glyma.08G307100,Glyma.14G030700,Glyma.02G284300
Legume.fam3.04534,Glyma.06G108100,Glyma.04G254100,Glyma.13G084600,Glyma.14G166300
Legume.fam3.04537,Glyma.04G030400,Glyma.06G030500,Glyma.14G072600,Glyma.17G252400
Legume.fam3.04539,Glyma.14G219300,Glyma.17G258300,Glyma.06G024100,Glyma.04G023900
Legume.fam3.04540,Glyma.02G300100,Glyma.14G013800,Glyma.08G329000,Glyma.18G077800
Legume.fam3.04544,Glyma.08G185900,Glyma.15G046900,Glyma.05G169600,Glyma.08G127900
Legume.fam3.04554,Glyma.13G051500,Glyma.19G036800,Glyma.18G276000,Glyma.08G253700
Legume.fam3.04556,Glyma.19G025500,Glyma.13G060900,Glyma.18G262500,Glyma.09G234800
Legume.fam3.04560,Glyma.03G174700,Glyma.19G175500,Glyma.10G046200,Glyma.13G134300
Legume.fam3.04561,Glyma.03G162300,Glyma.19G163600,Glyma.13G122400,Glyma.10G036000
Legume.fam3.04563,Glyma.19G227600,Glyma.03G230100,Glyma.20G094600,Glyma.10G145400
Legume.fam3.04564,Glyma.20G234600,Glyma.10G153700,Glyma.19G234600,Glyma.03G236900
Legume.fam3.04565,Glyma.19G235300,Glyma.03G237700,Glyma.20G234200,Glyma.10G154100
Legume.fam3.04570,Glyma.07G050700,Glyma.16G019500,Glyma.16G018600,Glyma.07G050000
Legume.fam3.04574,Glyma.08G202900,Glyma.07G017700,Glyma.15G018300,Glyma.13G355800
Legume.fam3.04576,Glyma.08G215900,Glyma.07G026500,Glyma.15G004800,Glyma.13G369000
